plyrId,avgPick,draftCnt,totDrafts,pprFlg,year,firstNm,lastNm,pos,tm,adpRank
11652,183.73,204,848,0,2014,Ka'Deem,Carey,RB,CHI,198.0
11154,184.46,166,848,0,2014,E.J.,Manuel,QB,BUF,199.0
10955,185.49,175,848,0,2014,Rod,Streater,WR,OAK,200.0
7194,185.69,74,848,0,2014,Shaun,Hill,QB,STL,201.0
11644,186.01,117,848,0,2014,Derek,Carr,QB,OAK,202.0
11440,186.49,139,848,0,2014,Kenbrell,Thompkins,WR,OAK,203.0
11454,186.51,145,848,0,2014,C.J.,Anderson,RB,DEN,204.0
9960,186.62,65,848,0,2014,Andrew,Quarless,TE,GBP,205.0
10300,187.09,142,848,0,2014,Jacquizz,Rodgers,RB,ATL,206.0
11150,187.23,175,848,0,2014,Geno,Smith,QB,NYJ,207.0
11678,189.51,82,848,0,2014,Allen,Robinson,WR,JAC,208.0
11761,190.39,85,848,0,2014,Jerick,McKinnon,RB,MIN,209.0
9144,191.11,141,848,0,2014,Harry,Douglas,WR,ATL,210.0
10714,191.55,101,848,0,2014,Robert,Turbin,RB,SEA,211.0
11656,192.07,76,848,0,2014,Charles,Sims,RB,TBB,212.0
8062,192.92,132,848,0,2014,Ryan,Fitzpatrick,QB,HOU,213.0
11688,193.45,47,848,0,2014,Martavis,Bryant,WR,PIT,214.0
7498,194.18,136,848,0,2014,Jerricho,Cotchery,WR,CAR,215.0
11668,195.12,56,848,0,2014,Isaiah,Crowell,RB,CLE,216.0
9856,195.62,132,848,0,2014,Dexter,McCluster,RB,TEN,217.0
11198,195.88,96,848,0,2014,Marcus,Lattimore,RB,FA,218.0
11677,195.99,73,848,0,2014,Donte,Moncrief,WR,IND,219.0
11783,196.06,103,848,0,2014,John,Brown,WR,ARI,220.0
4891,197.4,97,848,0,2014,Michael,Vick,QB,NYJ,221.0
8117,198.74,43,848,0,2014,Nate,Washington,WR,TEN,222.0
11925,199.44,48,848,0,2014,Allen,Hurns,WR,JAC,223.0
10388,200.16,92,848,0,2014,Denarius,Moore,WR,OAK,224.0
11784,202.03,77,848,0,2014,Dri,Archer,RB,PIT,225.0
11659,202.33,58,848,0,2014,De'Anthony,Thomas,RB,KCC,226.0
11076,203.87,69,848,0,2014,Jermaine,Kearse,WR,SEA,227.0
9315,204.68,76,848,0,2014,Mike,Tolbert,RB,CAR,228.0
9927,205.18,104,848,0,2014,Mike,Williams,WR,FA,229.0
9714,205.25,51,848,0,2014,Brian,Hoyer,QB,CLE,230.0
11681,205.88,50,848,0,2014,Paul,Richardson,WR,SEA,231.0
11176,206.11,61,848,0,2014,Stepfan,Taylor,RB,ARI,232.0
11663,206.19,43,848,0,2014,Storm,Johnson,RB,JAC,233.0
9565,206.39,49,848,0,2014,Andre,Brown,RB,FA,234.0
11252,206.48,62,848,0,2014,Levine,Toilolo,TE,ATL,235.0
8269,206.97,68,848,0,2014,Marcedes,Lewis,TE,JAC,236.0
7480,206.99,81,848,0,2014,Matt,Schaub,QB,OAK,237.0
10929,207.35,55,848,0,2014,Bobby,Rainey,RB,TBB,238.0
11680,207.37,60,848,0,2014,Jarvis,Landry,WR,MIA,239.0
9347,208.39,61,848,0,2014,BenJarvus,Green-Ellis,RB,FA*,240.0
10700,208.47,59,848,0,2014,Kirk,Cousins,QB,WAS,241.0
11834,209.2,87,848,0,2014,Alfred,Blue,RB,HOU,242.0
11390,211.7,61,848,0,2014,Latavius,Murray,RB,OAK,243.0
10710,215.73,52,848,0,2014,Chris,Polk,RB,PHI,244.0
9838,218.82,44,848,0,2014,Jermaine,Gresham,TE,CIN,245.0
